Place_Name,Sub_Place,Negative_Review,Positive_Review,,,Rating1,Tags,TourId,rating
Madikeri,Mandalpatti Trek, The places are very small we had trouble fitting 2 suitcases in The price is fairly high even by London s standards and nature was extra , The location is excellent direct route from the airport at Heathrow The location is clean and modern and has basic amenities nature place Bus The street is quiet A good location if travelling on business ,,,7.1,"[' Leisure trip ', ' Couple ', ' Romantic place ']",433,8
Madikeri,Mandalpatti Trek, The place is a little small and the decor is dated , The staff were superb very helpful and friendly The location is in an excellent position close to the Underground station and easy to get to The place was very clean and well serviced each day ,,,8.8,"[' Leisure trip ', ' Couple ', ' Romantic place ']",434,9
Madikeri,Mandalpatti Trek, Air con seemed to be set on winter warmer but easily resolved switched it off and opened window simples , The location was excellent 2 mins from tube and walkable to several locations Kensington Palace Albert Hall Knightsbridge etc if you re reasonably mobile We received a complimentary upgrade on the place place was lovely and comfortable location was lovely Staff friendly and attentive As is just off main road nice and quiet Can t review facilities as we spent all day and night out in the city but what we saw and read it had all you need I always judge things on whether you d return and in this case yes I would You ll probably be able to get cheaper elsewhere but when you walk in you will realise why Lovely location for a special occasion ,,,9.6,"[' Leisure trip ', ' Couple ', ' Romantic place ']",435,10
Madikeri,Mandalpatti Trek, We needed gluten free nature and ordered it beforehand but the serving was not safe The toasts were but nothing else not The table was set up in the way that cross contamination was difficult to avoid Also bacon eggs and potato cakes were cooked in the same oven and served together Potato cakes had gluten including flours They seemed to have no idea what exactly it all means to serve safe gluten free food , We had gluten free nature They had separate toaster for gluten free breads But I can not recommend the nature or eating there at all for people who need to follow strict gluten free diet Otherwise I can not complain great full wide ranging and diverse nature I just could not eat it Still for sure I could stay there for another time and bring my husband for the nature Enough for a big man It was great to have opportunity to print out your boarding passes after on line check in before leaving the location ,,,7.9,"[' Leisure trip ', ' Group ']",436,8
Madikeri,Mandalpatti Trek, nature the same everyday not much options but good and clean fitness center has one machine and they call fitness center small places , friendly stuff clean location,,,8.3,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",437,9
Madikeri,Mandalpatti Trek, nature was crowded at times and the selection of food was ok but not great , Perfect location close to all transports Nice and clean location Friendly staff and a really nice garden The area was nice and quiet ,,,7.9,"[' Leisure trip ', ' Family with young children ']",438,8
Madikeri,Mandalpatti Trek, places could be updated that being said everything is functional and very clean , I absolutely love this location The staff is great the places are small but comfortable The location cannot be beat This location is a 2 min walk to the tube station and from there you can get anywhere you need to go ,,,9.6,"[' Leisure trip ', ' Group ']",439,10
Madikeri,Mandalpatti Trek, place was too soft bathplace a wee bit small for manoeuvring in , Location for tube and central London plus some nice arenas close by too Staff were very pleasant nature was fresh and plentiful choice too ,,,8.8,"[' Leisure trip ', ' Couple ', ' Romantic place ']",440,9
Madikeri,Mandalpatti Trek, The wifi is only 500kb s which isn t fast by today s standards The power socket near the place was loosen I can t charge my phone , Generally it s a wonderful experience The location is within walking distance of Earl s court station very convenient location There re cafe bakery fast food supermarket very near to the location The staffs at the reception are polite and helpful especially a gentleman The place space is sufficient there s no problem to put two large suitcases The TV is new and major English TV programs are provided Mattress is comfortable it s glad to find water boiler in the place so I can make some tea Complimentary mint chocolate and drinking water are provided The cleanness is excellent no dirty spot is found Bath towels and amenities are changed everyday The surrounding area is safe to hang around during night It costs only around 100 pounds per night which is a good deal ,,,9.6,"[' Leisure trip ', ' Travelers with friends ', ' Stayed 11 nights ']",441,10
Madikeri,Mandalpatti Trek,No Negative, The nature was perfect very clean parking was easy to reach and available even we left the location one night to go to Leeds Very kind of the location ,,,9.2,"[' Leisure trip ', ' Family with young children ']",442,10
Madikeri,Mandalpatti Trek, We were put in a basement place which certainly wouldn t have classed as a 4 star place How ever it was clean and place was comfortable , The location is definitely the main selling point,,,9.2,"[' Leisure trip ', ' Couple ', ' Romantic place ']",443,10
Madikeri,Mandalpatti Trek, Wifi is ridiculously slow and fiddly to connect using Chrome nature coffee was only average, Good quality nature food friendly and efficient staff,,,9.2,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",444,10
Madikeri,Mandalpatti Trek, We choose to personally take our laundry to be cleaned as it was 1 10 th of the cost of what the location was going to charge this was very excessive The place was very warm but we managed by keeping the windows and drapes open , Staff was very friendly and helpful The location was great The place was very quiet ,,,10,"[' Leisure trip ', ' Couple ']",445,10
Madikeri,Mandalpatti Trek, Not convinced that solo travellers are treated with the same consideration as others for place location in the location in particular, Great Location with very easy access to public transport and popular location Major Shopping streets walkable A very comfortable location,,,9.2,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",446,10
Madikeri,Mandalpatti Trek, Top floor places were so small had to leave one suitcase in the car as unable to fit it in places very hot and had to have windows open in sub zero temperatures Shower over bath tub was dangerously erratic with cold water rapidly displaced by scalding water and no non slip mat or stickers in bath Lethal combination for the elderly or children Second place key not allowed by the location s security so had to call reception to let us in if separated Front desk staff very dismissive , places very comfortable Pleasant and necessary lounge area off reception with excellent Bus staff Area good for arenas ,,,5.8,"[' Leisure trip ', ' Family with young children ']",447,6
Madikeri,Mandalpatti Trek, The nature staff were not helpful When we went for nature the arena was busy and we were asked to wait about 5 minutes to be seated They forgot about us and we had to approach them about our table After 25 minutes we were finally seated I was so upset I did not have a nature and left the arena in disgust at our treatment We won t be back, Staff were courteous and helpful,,,6.7,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",448,7
Madikeri,Mandalpatti Trek,No Negative, Location is excellent and easy to get into central London and choice of local arenas fab Staff at the location are friendly and accommodating places are spacious very comfortable and clean nature options excellent and Bus area very comfortable and cosy Big plus is underground parking at the location also Fab experience all round ,,,9.6,"[' Leisure trip ', ' Group ']",449,10
Kuduremukh,Hanuman Gundi Falls, couldn t work out how to crank DOWN the heating in the place Bathplace is miniscule Mini Bus was very limited with its choice, good sized place for the price and wonderfully located having its own Bus and arena on site was a bonus despite there being countless foodie drinkie options outside their doors ,,,7.9,"[' Family trip ', ' Solo traveler ']",450,8
Kuduremukh,Hanuman Gundi Falls,No Negative, Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended ,,,10,"[' Leisure trip ', ' Group ']",451,10
Kuduremukh,Hanuman Gundi Falls, nature is expensive especially when I have already paid over 90 for a standard place per night , Location for Central London is perfect location is very clean ,,,10,"[' Leisure trip ', ' Family with young children ', ' Romantic place ']",452,10
Kuduremukh,Hanuman Gundi Falls, mistake over payments and noise due to creaky floorbords Also It would ve been nice if we were told beforehand that a 60 euros deposit would be required regarding potential mini Bus consumptions When we refused to comply the person in charge told us curtly that our mini Bus shall be emptied fothwith , very good location arenas and supermarkets around and the clineanliness of the location ,,,7.9,"[' Leisure trip ', ' Family with young children ']",453,8
Kuduremukh,Hanuman Gundi Falls, The only thing I can think of is that i would have preferred not to have a wall to wall carpet in the place but it seemed clean so it was no big deal , Superfriendly staff comfortable places safe in the closet and the housekeeping was superb they even made the place extra nice for my daughter by tucking in her Teddybears 3 Clean bathplace nice shower and the place was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our place and at the nature table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this location and would recommend it ,,,9.6,"[' Leisure trip ', ' Family with young children ', ' Romantic place ']",454,10
Kuduremukh,Hanuman Gundi Falls,No Negative, I especially liked my place s well operating walk in non slip shower and bathplace an amenity not always found in other London locations I also liked the comfortable place the size of place the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs ,,,10,"[' Leisure trip ', ' Solo traveler ']",455,10
Kuduremukh,Hanuman Gundi Falls,No Negative, Thank you K K location George at Earl s Court you assured our stay in London was fun and despite some snow cozy and pleasant Thank you for accommodating our every need from booking theatre tickets to providing cutlery for our take away even letting us borrow the HDMI cable from the business centre Everyone is so knowledgeable and helpful and kind Cannot wait try your other locations thank you again kklocationgeorge kklocationgeorge,,,10,"[' Leisure trip ', ' Family with young children ']",456,10
Kuduremukh,Hanuman Gundi Falls, I had to ask at nature all 3 mornings we were there for coffee and re fills I think it would be better to have coffee on the buffet as you could just help yourself like you could with tea, Very good location for tube station and getting around all the sights and shows we had pre booked,,,8.3,"[' Leisure trip ', ' Couple ', ' Romantic place ']",457,9
Kuduremukh,Hanuman Gundi Falls, My one complaint is the overly soft mattresses It was not good for my back , Friendly helpful staff The facilities are good including the Bus The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice nature buffet ,,,8.8,"[' Leisure trip ', ' Family with young children ']",458,9
Kuduremukh,Hanuman Gundi Falls, The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The place was super tiny We stayed at the Hilton Bankside and the place was so spacious in comparison , The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for nature excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing ,,,6.7,"[' Leisure trip ', ' Couple ', ' Romantic place ']",459,7
Kuduremukh,Hanuman Gundi Falls, Temperature in the place was difficult to regulate , The staff are really helpful and accommodating Nothing was too much trouble The location is very pretty in a great location with a cosy Bus area I have stayed here several times and will definitely stay again ,,,10,"[' Family trip ', ' Group ', ' Romantic place ']",460,10
Kuduremukh,Hanuman Gundi Falls, I don t know if it was because I booked through Booking com but seemed to get the worst place in the place Underground with no view Unable to book nature for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day , The location,,,5.4,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",461,6
Kuduremukh,Hanuman Gundi Falls, Really nothing this was a perfect choice , The entire staff were friendly courteous and helpful The place was clean and quiet and the nature was excellent as was the location 4 minute walk to the underground tube just perfect ,,,10,"[' Leisure trip ', ' Family with young children ']",462,10
Kuduremukh,Hanuman Gundi Falls, places are not heated may be an issue in very cold winters place is open from 4 00 pm to 10 00pm when you usually are out , Location heated outdoor smoking area nature is good Just 2 min walk to Earls Court station Halal arenas are very close by ,,,8.3,"[' Leisure trip ', ' Group ']",463,9
Kuduremukh,Hanuman Gundi Falls, Soiled chair in place Pillows not clean Shower temp control very sensitive in 1st place we stayed in Value for money, Helpful friendly staff Good location,,,8.8,"[' Leisure trip ', ' Family with young children ']",464,9
Kuduremukh,Hanuman Gundi Falls,No Negative, Excellent location in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London places are small but perfectly formed with a lovely bathplace All the staff are very polite and friendly and sorted out the small problem with the bathplace sink and brought a firmer pillow with no issues Great choice of buffet nature both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone ,,,10,"[' Leisure trip ', ' Group ']",465,10
Kuduremukh,Hanuman Gundi Falls, We asked for 2 singles and a sofa place but were given a double place and no explanation There were few accessible plugs for hair straighteners and the like and the hair dryer didn t work To be fair we didn t take this up with the location so they may have sorted this if asked to do so , Comfy place a lovely warm place with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay ,,,8.3,"[' Leisure trip ', ' Group ']",466,9
Kuduremukh,Hanuman Gundi Falls, No Iron and ironing board and maybe a few sachets of hot chocolate in the place nothing really to complain about , Location fantastic 2 minute walk to Earl Court tube shops and arenas Beautiful building with parking ,,,7.9,"[' Leisure trip ', ' Family with young children ']",467,8
Kuduremukh,Hanuman Gundi Falls, Did book a twin placeded place and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2 , Delicious English nature Staff very helpful and pleasant ,,,7.5,"[' Leisure trip ', ' Couple ']",468,8
Kuduremukh,Hanuman Gundi Falls, Staff not particularly helpful Have stayrf before and not had place serviced so had to request this 3 times Breakfasy ok but not outstanding for a 4 places small esp bathplace and not particularly warm, Its in the right area for what we need,,,5.8,"[' Leisure trip ', ' Family with young children ']",469,6
Kuduremukh,Hanuman Gundi Falls, Housekeeping missed my place one day and although I did not make much of a fuss over it I did not get a convincing explanation I did get an apology though , English nature everyday was a welcome bonus Bus is not impressive but well run kudos to Mariusz who looked after me ,,,9.2,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",470,10
Kuduremukh,Hanuman Gundi Falls, place wasn t ready was upgraded but had to pay for a drink while we waited, overallthe location was worth themoney and really handy for the tube good local pub for a great nature,,,7.5,"[' Leisure trip ', ' Family with young children ', ' Romantic place ']",471,8
Kuduremukh,Hanuman Gundi Falls, bathplace is really small, great location near the underground 5 nature place size consider good when compared to London locations super fast Wifi,,,9.6,"[' Family trip ', ' Couple ', ' Romantic place ']",472,10
Kuduremukh,Hanuman Gundi Falls, Staff could ve been a bit more clued up failed to check my booking place assigned was not what I asked for I requested a double and on entering the place was given a twin So was offered a double in the lower ground it didn t smell very pleasant in the place and the mattresses need to be changed I was advised I had been upgraded This was probably due to the error made on check in however even though the place may have been bigger there were no extras in the place and the TV was much smaller Clearly not an upgrade I don t know I guess for 135 I was expecting a lot more for a 1 night stay On checking in I was asked to pay for nature as its more expensive on the day yet it was already part of the rate I didn t have the best start to staying here unfortunately And not even a helping hand with my bag considering the error of assigning me the wrong place laid with the location nature could ve been more fresh and hotter Appreciate I had arrived 25mins before it closed yet it was still in the valid timeset , location was pretty good with decent arenas in walking distance Wifi did the job Range of tv channels Shower was lovely,,,5.4,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",473,6
Kuduremukh,Hanuman Gundi Falls, Weird atmosphere in reception many eastern European staff place Cold and uninspiring 4 per drink of cheap orange juice mixed with tap water Overpriced overall, Location near Earls Court Tube stop,,,5,"[' Leisure trip ', ' Couple ', ' Romantic place ']",474,5
Kuduremukh,Hanuman Gundi Falls, Front desk night manager charged my bill in dollars without permission He tried to net an extra 40 on my bill with the horrible exchange rate When I caught it he told me I must have authorized it at check in which I had not Completely unacceptable , Good English nature ,,,6.3,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",475,7
Kuduremukh,Kalasa, The towel in the bathplace had blood on it and it wasn t our blood so disgusting Also we had a place below the pavement at the front of the location with a lot of noise from foot traffic and their conversations , Staff on the front desk we re very welcoming ,,,6.3,"[' Leisure trip ', ' Couple ', ' Romantic place ']",476,7
Kuduremukh,Kalasa, The place facility is pointless make sure you go elsewhere if you want to use the place , Very short walk from the tube but not on the main road ideal location ,,,7.5,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",477,8
Kuduremukh,Kalasa, Two years in a row we checked in for 10 days On booking we were asked about early arrival and we noted we would arrive before the 3pm check in time No effort was made to shorten or minimize hours of waiting time to get our place Last year our friends from the Midlands arrived for a 1 night stay while we were there and at 9am sharp their place was ready and they got in Let me see ten days and thousands of pound versus one night Who do you take care of , Location location location and nature ,,,9.2,"[' Leisure trip ', ' Couple ']",478,10
Kuduremukh,Kalasa, Saw into the cleaner maids cupboard due to a door not fully shut during hours when servicing of places was not happening, Wonderful place Impeccably clean place Staff are very helpful and polite,,,9.2,"[' Leisure trip ', ' Couple ']",479,10
Kuduremukh,Kalasa, The air condition did not work for cooling down the place we were told to shut it off and open the windows which brought all sounds from streets in from police etc Our place on the 5th floor was small and the bathplace was very small about 3 m2 , Comfortable places quality nature nice and helpful staff short walk to the tube,,,6.3,"[' Leisure trip ', ' Family with young children ']",480,7
Kuduremukh,Kalasa, The bathplace is too small and the break fast lacks variety for one staying more than four days I stayed for 6 nights The cleaners don t replenish toiletry supplies facial tissues ran out from my rom and they didn t refinish them They also don t replace place covers if you don t ask them, The location the place was a little bigger for the usual London location place The staff are generally very friendly from the front desk to the kitchen huge asset for the location They provide umbrellas when it rains and of course the wifi fantastic I enjoyed my stay overall,,,7.1,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",481,8
Kuduremukh,Kalasa, It was noisy throughout the night because of the central heating boiler being so close to place 116 If it wasn t the boiler it was something else noisy , Comfortable place,,,7.1,"[' Leisure trip ', ' Couple ', ' Romantic place ']",482,8
Kuduremukh,Kalasa, The heating was not working in the place for the first two days, Very well kept location with a lovely garden Staff particularly friendly and professional A very nice place,,,9.2,"[' Family trip ', ' Solo traveler ']",483,10
Kuduremukh,Kalasa, I think this may be a London thing judging from other reviews but the places and corridors are tiny think small and take away another foot In our place the window didn t close properly the heat didn t work and the bath did not empty when you took a shower Very dated apart from the TV If like us you intend not to be in your place much the location is adequate but would I stay again not if it was free is the answer, The Location was good on a quiet street about 200 meters from the Earls court Tube and buses Close to some nice arenas and pubs for nature lunch or dinner,,,6.3,"[' Leisure trip ', ' Family with young children ']",484,7
Kuduremukh,Kalasa, Noise from other places eg talking late at night airless corridors smelled a bit institutional, Very comfortable places well lit place bathplace compact but worked well the staff were all polite and helpful good gardens and quiet location,,,8.3,"[' Leisure trip ', ' Couple ', ' Romantic place ']",485,9
Kuduremukh,Kalasa, The place facing the street sometimes there s some noise from people chat but it became silence after midnight , The staff are friendly and kindly to help Our place is not in the basement and it s clean especially the bathplace which we care most Briefly it s a good location in this price we ll choose to stay again next time ,,,9.2,"[' Leisure trip ', ' Group ']",486,10
Kuduremukh,Kalasa, I can t think of a thing that needed improved upon All aspects of my stay were excellent , Stayed in place 226 Comfy place and pillows Quiet place facing lovely garden Super clean and neat Good size flat screen TV with lots of channels Staff wonderfully helpful Food in Bus arena really good and priced on par with other sit down table service arenas Two minute walk from Earl s Court Tube Also every convenience a traveler could want located right on Earl s Court Road several bank ATMs pubs and other eateries laundry dry cleaning services even America fast food if you need your fix McDonald s Burger King KFC and Starbucks There s even a retractable clothes line in the shower for those travelers like me who do a bit of sink laundry I always remind my fellow Americans who are not used to European location places that places are small compared to US standards but comfort cleanliness and location rank FAR higher in my opinion than wasted floor space ,,,10,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",487,10
Kuduremukh,Kalasa, Definitely not a 4 star location Triple place was super tiny not even a double place size we were really struggling Not enough wardrobe space not enough plugs in the place third place very umcomfortable Facilities very basic toileteries including only shampoo and shower gel very bad quality not even shower cap or body lotion Except for the reception ladies staff very rude Definitely not reccomended Being in London in the same area several times and there are definitely better real 4 stars , The position of the location was very close to Earl s Court Tube Station,,,4.6,"[' Leisure trip ', ' Group ']",488,5
Kuduremukh,Kalasa,No Negative, The location was perfect Stones through away from Earls Court station Staff were all lovely and accommodating Gardens were lovely Cracking Thai arena round the corner too places were fine nothing outstanding but clean and the place was comfy We didn t use all the location facilities unfortunately as really busy sight seeing ,,,8.3,"[' Leisure trip ', ' Couple ', ' Romantic place ']",489,9
Kuduremukh,Kalasa, Cleaning of the location is a bit slow place does not get cleaned until 5pm For people who like to take some rest in the location during the day seems to be inconvenient , Very convenient location to transfer and arenas and even the places are on ground floor it is on a quiet street and we are able to a good night rest ,,,7.5,"[' Leisure trip ', ' Group ']",490,8
Kuduremukh,Kudremukh Trek, Very small place dated interior The cleaning could improve My place floor had an angle from one side of the wall towards the place The place was loosing boards underneath it , The staff was helpful and friendly The lobby Bus and nature areas are pleasant It is conveniently located close to the center without being in a noisy road Very close proximity to fast food chains supermarket and the metro ,,,7.1,"[' Family trip ', ' Couple ', ' Romantic place ']",491,8
Kuduremukh,Kudremukh Trek, Maybe bathplace door could open out vs in as it s a very tight space and this would help , place linen is so cozy lovely nature super showers and staff are great and friendly ,,,9.2,"[' Leisure trip ', ' Family with young children ']",492,10
Kuduremukh,Kudremukh Trek, There is no proper air conditioning it s set to heating in October so the place can get too hot to have a comfortable temperature to sleep Air con at this time of the year is opening the windows , Location excellent Staff very helpful ,,,9.6,"[' Leisure trip ', ' Couple ', ' Romantic place ']",493,10
Kuduremukh,Kudremukh Trek, We only stayed 2 nights , The location was perfect close to the Underground arenas etc yet quiet The food both nature and lunch was delicious fresh flavorful The staff throughout from front desk to housekeeping to arena were delightful The place was spotless place was heavenly view from the place was a beautiful garden Perfect conclusion to our 3 week stay in the UK,,,10,"[' Leisure trip ', ' Couple ', ' Romantic place ']",494,10
Kuduremukh,Kudremukh Trek,No Negative, This is the second K K location I stayed at the other was in Buscelona It s a great boutique location The locations are spotless staff is extremely friendly and this particular location has the most gorgeous back yard although it was a little too cold to sit outside You re in a good neighborhood not in the thick of it all which is nice for London Would definitely stay here again ,,,10,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",495,10
Kuduremukh,Kudremukh Trek, There was nothing that we can think of The place key is very large and there is only one They ask that you turn it in when you go out It s a little eccentric but OK , It was small but comfortable and very quiet The garden was beautiful nature was very good Staff was friendly and helpful It is located only two blocks from the tube ,,,10,"[' Leisure trip ', ' Couple ']",496,10
Kuduremukh,Kudremukh Trek, there where waterpipes near the place it sounded like it s in our own toilet everytime someone upstairs flushed very loud and sbsolutely disturbing maybe only in these place 12 ,No Positive,,,8.8,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",497,9
Kuduremukh,Kudremukh Trek, The place was really really cold The heating didn t work I was brought an electric heater but the place was too cold for it to make any difference This led to a really bad nights sleep , Quiet place,,,6.3,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",498,7
Kuduremukh,Kudremukh Trek,No Negative, K k is a heath location that can a person stay on I like it a lot I get a beautiful welcome I think to come next year with my family And thank you for all ,,,10,[' Group '],499,10
Kuduremukh,Kudremukh Trek, Thankfully upgraded to a superior place and even that was small and noisy No scrambled eggs at nature first morning second morning they ran out of eggs Should be constantly monitored This is a deceptively large and busy location I requested somewhere within close walking distance to Olympia 25 min walk is not that close , Staff Great friendly Acomodating In particular reception staff and Bus man Wednesday night You can open a placeplace window,,,8.8,"[' Family trip ', ' Couple ']",500,9
Kuduremukh,Kudremukh Trek, The place mattress was too hard without the mattress topper on which we removed because it made us hot The mattress was orthopaedic firm, Staff were very helpful,,,7.9,"[' Leisure trip ', ' Couple ', ' Romantic place ']",501,8
Kuduremukh,Kudremukh Trek, nature is good but has some potential for improvements Long periods without eggs etc Very limited selection of vegetables and salad Would probably expect better nature from a 4 star place , Very good location in a quiet street with no Buss or noisy passer bys Only a short walk to nearest subway Nice and clean location but with relatively small places Good service but could benefit from a bit more warmth from he staff Nice nature arena Will come back again ,,,7.9,"[' Leisure trip ', ' Couple ']",502,8
Kuduremukh,Kudremukh Trek, Don t believe there was anything we didn t like My personal choice for marmalade at nature wasn t available but I was able to find something else amongst the spread choices to satisfy my palate so this isn t a complaint , The location is incredibly handy to Earl s Court Station We loved using the garden at the rear of the location plus its quiet location such a bonus for enjoying a quiet G T at the end of each hectic day in London We ate nature daily throughout our stay in the location s arena and the freshness food quality and choices were excellent Being exhausted one night we ate dinner also in the arena where we chose from a limited but ample menu Must mention that we had initial fears of noise from the elevator adjacent to which our place was located There was no need to worry as we never heard a sound from it amazing We ll be using this location again as it suited us so well ,,,10,"[' Leisure trip ', ' Couple ']",503,10
Kuduremukh,Kudremukh Trek, Personally I think the bathplace needs a door to keep water away from the toilet and it will save the clerk a lot of cleaning work by putting a plastic bag in the rubbish bin , Excellent location You have the access to Earl s Court Underground within 3 minutes walk District and Piccadilly Lines take you to most of the sites you possibly need to go especially Heathrow without any transfer Many stores and arenas around but the location is situated in a quiet quarter ,,,8.3,"[' Leisure trip ', ' Family with older children ']",504,9
Kuduremukh,Kudremukh Trek, Just walking in the reception could be made a bit more comfortable perhaps seating for more than 1 person a table for brochures Also we found that the area had many good local arenas which could be printed on a simple map as well as grocery stores hairdresser etc These were in walking distance to the location and would be a great help for first time visitors , House keeping quality and service very good Even folded our clothes nature was unbelievable You even had stewed prunes First floor place was clean comfortable and very quiet Loved the morning newspapers and availability of little lounge for afterdinner coffee and drinks Liked the nature being made available with place price Obtaining a cab at desk was very quick and their services the cab was quality also Would consider staying here again ,,,9.6,"[' Leisure trip ', ' Family with older children ', ' Stayed 9 nights ']",505,10
Kuduremukh,Kudremukh Trek,No Negative, Although the places are small they are comfortable and cozy and we found the location to be a great spot to rest and relax after running around the city nature was included making the price a little more reasonable than many locations in this very expensive city ,,,9.5,[' Family with young children '],506,10
Kuduremukh,Kudremukh Trek, Nothing could have been better honestly and I m very critical and picky , I love everything about this location it s in a perfect location round the corner from the tube but in a quiet street The nature caters for all tastes and is plentiful and delicious The places and places are comfortable and very clean the staff can t do enough for you The whole feel of the location is up to and excelling in some cases the standard of an expensive West End location but with a cosy feel to it It s my favourite location in London and I ve stayed in quite a few ,,,10,"[' Leisure trip ', ' Solo traveler ']",507,10
Kuduremukh,Kudremukh Trek,No Negative, This is the second time I stay in this location It s clean and place is calling my comfortable Also the vote is near by earls court underground station and the street is full of arenas coffee shops and supermarkets,,,10,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",508,10
Kuduremukh,Kudremukh Trek,No Negative, close to city center 3mins away from Tube station very clean and comfortable places very friendly and professional staff excellent nature,,,10,"[' Leisure trip ', ' Family with older children ', ' Romantic place ']",509,10
Ooty,Botanical Gardens, It took them 3 days to charge our card minutes before the client arrived inconvenient and stressful to deal with i had to repeat the story to 3 different staff poor english from staff we cant book for our employees there again,No Positive,,,4.2,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",510,5
Ooty,Botanical Gardens, The nature was expensive and not what every traveler would want early in the morning It would have been nice if coffee was offered in the Bus for people that werent dining We would have been happy to pay for it too Instead we had to walk a block every morning to get take out coffee so we could drink it while we all showered for the day We noticed many guests doing the same , This location was a great value near the tube station in Earl s Court It was one of the few places in London that offered three twin places in one place which was perfect for us since we were traveling with our daughter It was very clean and charming with comfortable places and in a lovely quiet neighborhood proximate to transportation to everything There was a nice little lounge Bus in the lobby that we stopped into every night after our touring ,,,9.2,"[' Leisure trip ', ' Couple ']",511,10
Ooty,Botanical Gardens, Why carp when there is nothing to carp about , Staff are well mannered and provide high standards of service nature buffet is first rate Easy access to rest of London esp Old Brompton Road and Knotting Hill ,,,10,"[' Leisure trip ', ' Family with older children ']",512,10
Ooty,Botanical Gardens, The official price is a bit high unless you can take advantage of a good offer like I did , Location is very useful for Heathrow as taking the tube is safer than taxi if you don t want to miss your flight The place is very clean place size is fine and staff is very good ,,,8.8,"[' Family trip ', ' Solo traveler ', ' Romantic place ']",513,9
Ooty,Botanical Gardens, The place temp was a little warm and the windows didn t really open It was very hot in London while I was there so it wasn t really under their control, Great location easy transportation to everything Walking distance to arenas and grocery stores place was very quiet and comfortable,,,8.3,"[' Leisure trip ', ' Solo traveler ', ' Romantic place ']",514,9
Ooty,Botanical Gardens, The ATM machine malfunctioned and a more timely out of service notice would have eliminated some stress , The nature selections were plentiful and and the attention to service was appreciated We especially liked the orderly way seating at nature was handled Great taxi service was provided when requested ,,,9.6,"[' Leisure trip ', ' Family with older children ']",515,10
Ooty,Botanical Gardens, The bathplace was cramped It was hard for someone adult sized to go to the toilet or use the shower easily The shower spilled water out all over the floor There was nowhere to put your dry clothes the sink area vanity splashed so it was wet and the hook behind the door was tiny and things fell off it Water from the shower would have reached it anyway as there was no door screen to the shower in that direction The nature was very disappointing It was lukewarm and the eggs tasted highly of vinegar We had to ask for extra teabags as the tea brought to us was very weak and not brewing well I also felt that the sausages were not entirely cooked The bacon was quite watery The selection of food was on the small side and in all it could have been cooked served better , The places and decor were nice It was an easy walk from the tube station and there were plenty of food establishments still open around it late at night We chose this location because three adults could stay in the one place in three separate places which is a rare thing to find in accommodation Extra pillows and a toothbrush set were brought promptly on request ,,,7.5,"[' Leisure trip ', ' Group ']",516,8
Ooty,Botanical Gardens, Air conditioning didn t cope with the really hot weather but luckily had big windows we could open to cool the place down at night , We had a fantastic stay at the K K George Very easy access to Earls Court tube which goes straight to Heathrow as well as being a great start to explore London easily Quiet street just behind the main shops and a lovely garden to have an evening drink in place was very comfortable and well serviced nature had lots of choice Really a lovely base for a holiday in London ,,,10,"[' Leisure trip ', ' Family with older children ']",517,10
Ooty,Botanical Gardens, place sheets pillows and carpet could be cleaner bugs , Location Close to some shops and arenas only 3 minutes walk Underground 4 minutes walk Polite and assistive staff place space is good,,,7.1,"[' Leisure trip ', ' Family with older children ']",518,8
